videoId,artists,title,tempo,key,mode,minor_score,bittersweet,key_strength,percussive,energy_rms,dynamics,brightness,rolloff,bandwidth,flatness,zcr,contrast,onset_rate,pulse_clarity,mfcc1,mfcc2,mfcc3,mfcc4,status
8peONNPthm8,Увула,кафе,107.7,F#,minor,0.712,0.576,0.609,0.327,0.223,0.274,2749.7,6233.9,2838.8,0.0321,0.1168,22.256,4.27,0.818,76.73,11.82,28.32,9.33,ok
Se3CwIJl_cU,Ярослав Чупринов,СТАС ЭКСТАЗ - ПРИКОП,129.2,A,minor,0.603,0.794,0.567,0.3,0.3075,0.361,1772.9,4154.0,2397.2,0.0086,0.0419,21.906,4.59,0.822,99.35,25.67,40.23,18.59,ok
rLSCSeiVxgQ,Television Memories,Moments Alone,86.1,F,major,0.111,0.222,0.834,0.157,0.1963,0.194,1462.7,3040.2,1644.1,0.004,0.0681,23.856,5.1,0.899,155.13,-35.31,33.33,-5.21,ok
dsmfh3QHFMI,Jack Landess,Sun's Out,152.0,D,major,0.344,0.688,0.686,0.475,0.121,0.376,2195.7,4753.9,2407.6,0.0186,0.0865,21.617,4.75,0.865,87.46,-1.62,39.51,12.65,ok
VVethU0NjSY,Dyar Pshder,Dancing in the Crowd,89.1,F,major,0.246,0.492,0.853,0.22,0.1324,0.238,1635.0,3494.7,2180.7,0.0065,0.0592,23.883,2.8,0.787,127.98,19.54,28.64,9.36,ok
lXT8YIZRYmE,Arturs Grebess,Сатана Печет Блины - Логичный лесник,117.5,C,major,0.306,0.612,0.773,0.063,0.1841,0.593,1106.6,2210.5,1577.5,0.0609,0.0363,25.912,2.16,0.733,113.5,20.88,17.38,8.37,ok
_6_ApCGoPgQ,corn wave,coffee,117.5,D,major,0.105,0.21,0.912,0.173,0.2768,0.175,1159.6,2352.9,1589.1,0.0023,0.0438,22.503,4.64,0.847,159.45,-10.12,31.28,1.1,ok
b3okTcZQum0,plenka,No Sleep,129.2,F#,minor,0.595,0.81,0.562,0.512,0.287,0.702,3098.7,6290.1,2758.2,0.0587,0.1642,21.518,3.69,0.808,50.91,2.97,27.23,9.95,ok
2_k_TpGPXNI,mediocre weeb,Sonny Boy ラプソディ OST,117.5,G#,minor,0.667,0.666,0.81,0.286,0.1952,0.507,1402.7,3075.7,1989.8,0.0047,0.048,23.768,4.8,0.658,127.75,23.59,29.92,8.13,ok
JmeRxxCWtMg,Lucio Di Stefano,SUPERCHARGER,107.7,A,minor,0.726,0.548,0.537,0.203,0.3684,0.414,1297.0,2771.1,1657.2,0.0067,0.0478,22.235,4.49,0.833,147.84,0.11,22.99,5.39,ok
XPIUkDhPRMc,superkomfort,фотограф,143.6,F,minor,0.698,0.604,0.507,0.573,0.2364,0.444,2564.7,5344.9,2513.3,0.0329,0.1103,22.678,4.81,0.904,76.59,-2.34,34.48,3.07,ok
JKhYmXEjsak,superkomfort,Last Disco,129.2,G,minor,0.737,0.526,0.485,0.489,0.2717,0.388,1824.5,3862.9,2155.0,0.0156,0.0739,22.943,5.28,0.899,115.54,8.8,28.2,5.14,ok
mN-4NGPCW_w,BUSTER,"Я тупой (feat. lixxx, Frame Tamer & Rostik)",107.7,D#,major,0.308,0.616,0.636,0.231,0.3371,0.416,2740.5,6018.8,2804.3,0.0258,0.1007,22.288,5.19,0.738,74.67,12.59,12.53,10.19,ok
GPS43F4T2Bc,"Baby Cute, OG Buda",shock,136.0,A#,major,0.291,0.582,0.784,0.128,0.3743,0.353,2574.2,5770.9,2822.9,0.0223,0.078,22.124,4.61,0.737,82.23,12.2,14.3,14.44,ok
ftUJb3jrIW8,ЯРЧЕ СОЛНЦА,Не хочу,95.7,G#,minor,0.705,0.59,0.632,0.288,0.1934,0.366,1996.2,4087.1,2102.8,0.0138,0.0914,22.526,4.89,0.865,107.63,-14.28,40.07,-3.84,ok
jFgce8SNGVM,Второй этаж поражает,Крайности,152.0,C#,major,0.394,0.788,0.712,0.223,0.1762,0.201,1716.8,3711.1,2220.8,0.0084,0.0652,23.384,4.11,0.818,128.9,13.68,13.3,-1.68,ok
a0nPjZkxCzQ,"Eliza Rose, Interplanetary Criminal",B.O.T.A. (Baddest Of Them All) [Edit],136.0,C,major,0.478,0.956,0.691,0.358,0.2824,0.35,2203.4,4877.8,2555.5,0.0229,0.0803,21.783,4.65,0.894,91.06,28.77,34.71,6.96,ok
3LmDtTq8fOI,corn wave,soviet encounter problem,112.3,A,minor,0.85,0.3,0.822,0.165,0.2553,0.203,1095.1,2231.0,1259.3,0.0015,0.0544,23.687,3.87,0.888,182.76,-40.61,37.98,11.96,ok
R7bQKkPDoNo,aWannabe,Sunday Mornins,103.4,C#,major,0.498,0.996,0.617,0.125,0.1989,0.318,2472.8,5774.1,2872.9,0.0115,0.0761,23.307,3.99,0.786,84.05,27.71,27.48,19.77,ok
0p1edu68ViI,DOGMA SOCIETY,Take My Hand,80.7,E,major,0.338,0.676,0.682,0.327,0.2014,0.378,2396.5,5133.8,2495.5,0.0242,0.1019,22.297,4.13,0.793,86.05,1.61,37.75,7.89,ok
1CSMcEBrpLs,Max Diaz,Connie,161.5,F#,minor,0.602,0.796,0.796,0.328,0.1992,0.299,1925.4,4465.4,2395.0,0.0104,0.066,22.811,5.55,0.842,107.52,4.73,29.07,20.35,ok
mIScyrpMcMM,Vacations,Close Quarters,86.1,C,major,0.176,0.352,0.778,0.22,0.2929,0.206,1851.4,3917.2,2171.9,0.0119,0.0823,22.185,4.22,0.863,129.1,-14.21,6.94,-4.96,ok
0STBDpLBGZQ,Henry Morris,Taste of Metal,99.4,G,minor,0.775,0.45,0.809,0.108,0.2838,0.293,1714.8,3884.7,2304.2,0.0064,0.047,22.59,2.32,0.729,119.62,7.1,26.0,12.68,ok
Lb9ProFchwg,Vilevo,The Light,161.5,A#,minor,0.682,0.636,0.693,0.365,0.2302,0.299,1541.0,3364.3,2041.0,0.0057,0.0557,23.094,5.42,0.915,128.7,0.01,34.48,4.97,ok
zmcUWuBkUp8,Cloaks,It's a Lie,83.4,F,minor,0.521,0.958,0.705,0.582,0.1669,0.6,1700.3,3866.3,1974.8,0.0067,0.0591,23.606,4.95,0.829,118.13,27.48,29.13,-2.14,ok
MAZ9fkoXhW8,DXRKKNGHT & Indie Anthony,VEX,161.5,G,minor,0.632,0.736,0.679,0.346,0.1454,0.395,2011.4,4432.1,2411.6,0.0134,0.0707,22.555,4.66,0.831,113.54,13.33,16.98,5.06,ok
Z7FxBUdxPbE,Pasteldrip,insomniac,123.0,F#,minor,0.68,0.64,0.626,0.528,0.1906,0.498,2749.9,5890.7,2635.9,0.0375,0.1356,21.945,4.05,0.9,76.93,-8.18,21.53,10.22,ok
XQ22XgKKMvo,конец солнечных дней,письмо,86.1,F#,minor,0.524,0.952,0.448,0.191,0.2728,0.331,2176.1,4530.2,2274.4,0.0165,0.0987,23.463,3.51,0.758,99.94,-15.5,35.83,8.88,ok
CrU-UBETegA,Basement,Covet (alt version),76.0,E,major,0.196,0.392,0.839,0.075,0.2554,0.254,1770.9,3944.7,2196.0,0.0055,0.0459,24.408,3.09,0.846,101.38,-5.88,41.55,8.53,ok
LVn5k88DmUM,Basement,Covet,136.0,E,major,0.337,0.674,0.822,0.171,0.2596,0.137,2889.7,6015.4,2680.7,0.0411,0.134,21.643,1.99,0.773,61.61,3.04,42.92,6.86,ok
LDslNhTo-Fw,Don Luxe,When You Dream,129.2,B,minor,0.551,0.898,0.634,0.211,0.237,0.239,2267.1,5099.5,2573.3,0.017,0.0893,23.282,3.26,0.821,90.96,7.04,34.25,11.42,ok
7PwfAz94t3U,French Police,Hidalgo,99.4,A#,major,0.122,0.244,0.717,0.177,0.123,0.292,2505.8,5277.9,2581.2,0.0243,0.0982,22.717,5.47,0.875,80.04,0.22,28.01,7.35,ok
Hlz6I84lQfM,Desmond Doom,Take Me Back,83.4,G#,minor,0.827,0.346,0.879,0.178,0.1454,0.241,1318.4,2666.7,1515.1,0.0034,0.0572,22.973,5.16,0.872,162.35,-11.11,38.92,-11.68,ok
-n3U_Ge9KMQ,Fevr,I can't do it no more,161.5,E,minor,0.686,0.628,0.597,0.128,0.2325,0.155,1587.7,3589.5,2185.8,0.0057,0.0494,23.466,3.99,0.85,122.61,13.03,26.95,16.5,ok
_NVG0A71KtA,Max Fry,stare at the sun,95.7,G,minor,0.828,0.344,0.811,0.353,0.2291,0.447,1969.9,3972.0,2039.7,0.0208,0.0981,21.641,2.49,0.855,120.23,-24.69,12.46,4.02,ok
0KXDAhm7orA,Casket Cassette,Symbiosis,103.4,C#,minor,0.622,0.756,0.619,0.265,0.2845,0.206,1730.3,3604.3,1922.5,0.0087,0.0724,22.367,4.24,0.841,127.53,-29.06,32.29,1.43,ok
zq0THWhvwzw,Alone in My Room,Rain Man,152.0,A,major,0.398,0.796,0.523,0.324,0.2032,0.347,1462.7,2711.0,1422.4,0.0028,0.0878,23.984,4.59,0.862,151.73,-54.96,18.79,-6.53,ok
Qk-WMX-r2TM,Jfarrari,Reborn,143.6,A,minor,0.835,0.33,0.799,0.166,0.2189,0.173,2528.9,5526.8,2600.3,0.0268,0.0917,21.918,3.89,0.821,78.39,1.9,36.02,6.67,ok
ae3lLoORkAE,blood club,alone,117.5,F#,major,0.472,0.944,0.495,0.432,0.186,0.342,2272.9,4890.7,2365.9,0.0251,0.101,22.337,5.14,0.87,101.24,-9.36,26.31,7.19,ok
2bQqYndT5po,urbandoned.,Find Love or Die Trying!,143.6,D,minor,0.879,0.242,0.809,0.193,0.2006,0.218,1323.4,2676.2,1630.2,0.0036,0.0517,23.972,4.49,0.907,154.48,-22.49,26.2,3.92,ok
NLaPJnmrhag,moonvampire,dead Inside,143.6,C,major,0.456,0.912,0.627,0.156,0.32,0.357,1394.8,2927.4,1607.2,0.0045,0.0491,23.034,3.17,0.845,150.42,-25.85,34.51,6.62,ok
cywwzbnw-ao,Simulacixn,Oscuridad,161.5,A#,minor,0.848,0.304,0.822,0.138,0.1185,0.182,1346.7,2725.3,1703.5,0.0036,0.0515,22.962,4.76,0.789,145.77,-18.43,19.26,16.71,ok
2FHkSvQoqBQ,Motorama,The New Era,143.6,C,minor,0.879,0.242,0.853,0.154,0.2302,0.194,1988.1,4523.9,2495.6,0.0109,0.0612,22.988,4.93,0.866,111.57,41.16,30.5,1.87,ok
pbKhoYc9Rlc,YDA Danial,a new yesterday indie 2000.wav,95.7,F,major,0.476,0.952,0.637,0.201,0.1764,0.297,2036.6,4167.5,2157.5,0.0158,0.08,22.17,3.96,0.88,104.45,-21.27,29.09,-0.34,ok
dSavUWnW8XY,blood club,gloom,161.5,B,minor,0.726,0.548,0.863,0.224,0.1555,0.241,2145.5,4376.4,2281.8,0.0142,0.087,23.081,4.89,0.895,97.42,-19.9,35.11,12.56,ok
EJPvCa2rlNs,Casket Cassette,Into the Sun,161.5,F,minor,0.687,0.626,0.565,0.15,0.2957,0.249,2026.5,4393.3,2324.5,0.0142,0.0666,22.562,4.44,0.879,100.44,0.21,31.89,13.19,ok
c1QptRM4OMg,Espectros,Abismo,161.5,D#,minor,0.54,0.92,0.573,0.195,0.168,0.185,2383.8,5223.5,2519.5,0.0192,0.0935,23.131,5.25,0.906,90.73,-2.54,28.1,11.42,ok
5wIqOJMcyQI,Asal,no good,143.6,E,minor,0.872,0.256,0.902,0.282,0.193,0.498,2872.9,7021.3,3117.9,0.0183,0.1061,23.579,3.71,0.818,84.52,18.02,2.9,20.07,ok
kfQiX3-p3uc,Jfarrari,Try,83.4,F,major,0.17,0.34,0.793,0.154,0.206,0.159,2819.9,6075.7,2720.2,0.0349,0.1147,22.34,3.42,0.853,68.42,-5.33,34.53,19.68,ok
_XB39Dy111Q,DEATH BY NATURE,TRANSPARENCIA,86.1,D,minor,0.802,0.396,0.638,0.205,0.224,0.29,1915.7,4263.7,2257.1,0.0092,0.0541,22.394,4.47,0.879,102.59,0.88,44.81,9.16,ok
mBArOpniBZE,Jah Phnx,Dark Abyss,161.5,C#,minor,0.555,0.89,0.574,0.195,0.2536,0.336,1712.6,3737.0,2074.9,0.0076,0.0543,21.73,3.89,0.836,113.41,0.25,49.87,3.82,ok
hH_ehHddUcc,Guerra Fría,Donde Solíamos Bailar,83.4,G,minor,0.73,0.54,0.799,0.157,0.2475,0.228,1314.8,3031.7,1589.7,0.0008,0.05,24.529,5.73,0.865,155.4,-31.96,63.78,-13.29,ok
bRxMMP08Jk4,Harsh Symmetry,Your Eyes,107.7,B,minor,0.589,0.822,0.751,0.107,0.2327,0.268,1843.5,3981.0,2113.3,0.029,0.0697,23.266,3.6,0.866,119.64,-5.22,32.31,5.47,ok
_V7TYTRvjXs,novamarchi,poison & cure,86.1,C#,major,0.457,0.914,0.85,0.292,0.2216,0.202,1824.6,3683.4,1977.2,0.0124,0.0809,23.509,4.07,0.788,128.0,-25.83,14.99,-8.37,ok
sTMLq3nliLg,Sleepy Soul,Never Ending Summer,136.0,D,major,0.24,0.48,0.608,0.245,0.2537,0.315,1996.0,4238.0,2306.8,0.0129,0.0745,23.018,3.81,0.846,111.03,-5.87,13.76,6.01,ok
yMMtAT1tvgc,COOL HEAT,Harmless,143.6,A,minor,0.766,0.468,0.836,0.21,0.2383,0.236,1953.6,4015.5,2149.1,0.0122,0.0922,24.007,4.55,0.884,116.83,-19.07,7.94,2.73,ok
r7gkAViYeM8,Made Of Pain,Homicidal,80.7,G,minor,0.544,0.912,0.541,0.11,0.2743,0.121,1667.8,3118.0,1733.7,0.0055,0.101,23.57,5.35,0.917,137.04,-43.66,23.24,12.81,ok
b9E-I_j2-zY,Flowerbabe,gloom,143.6,D,minor,0.8,0.4,0.753,0.198,0.2443,0.265,2146.0,4481.8,2218.9,0.0155,0.0917,23.041,4.89,0.913,97.91,-19.27,36.14,0.49,ok
Fa50nOT6sR4,Occult X,Love,80.7,D#,major,0.253,0.506,0.85,0.253,0.1467,0.298,1399.0,2689.8,1741.5,0.003,0.0602,23.764,4.73,0.891,142.47,-29.85,22.28,15.87,ok
FV_-8DWuq5w,Ploho,Вечер грустных пар,172.3,D,major,0.172,0.344,0.94,0.122,0.2838,0.131,1995.4,4261.4,2387.1,0.0102,0.0667,23.649,5.15,0.879,102.4,2.73,36.11,14.01,ok
wkvpxjFMJ1E,Anthony Valentino,Always On My Mind,161.5,F,major,0.433,0.866,0.601,0.315,0.1007,0.253,1580.8,3298.4,1888.6,0.0079,0.0571,22.596,5.46,0.915,138.16,-8.0,29.66,-8.74,ok
_-I47u6axbM,Jfarrari,I Walk the Line,83.4,F,minor,0.67,0.66,0.621,0.208,0.2322,0.193,2861.4,6083.5,2733.5,0.0427,0.1228,22.623,4.81,0.861,73.01,-6.02,16.95,13.93,ok
mRIOQwB0ASk,DustBowlChampion,SHAKE,89.1,E,minor,0.676,0.648,0.758,0.17,0.3139,0.255,1430.8,2934.6,1626.3,0.0035,0.0673,23.065,4.68,0.901,149.41,-33.83,33.99,7.68,ok
q5go1dovoeM,The Drums,Money,103.4,E,minor,0.692,0.616,0.737,0.242,0.2538,0.229,1850.2,4030.0,2259.0,0.0103,0.0715,22.19,4.93,0.861,112.06,-4.59,23.28,5.5,ok
NII0HwWAAUA,Men I Trust,Billie Toppy,112.3,D,minor,0.8,0.4,0.692,0.227,0.2231,0.282,1318.6,2786.4,1906.7,0.0033,0.0412,22.75,5.0,0.828,145.66,14.03,24.01,7.4,ok
i4EUc-EAL9o,POORSTACY,Don't Look At Me,152.0,E,minor,0.547,0.906,0.377,0.191,0.3392,0.177,1980.4,4390.8,2336.6,0.0125,0.0651,21.584,2.79,0.764,107.87,2.61,27.68,4.25,ok
Sk6HVyZuZDU,DustBowlChampion,IN LIFE IS DEATH,161.5,B,minor,0.862,0.276,0.912,0.133,0.1907,0.232,1876.4,3861.7,2101.3,0.0124,0.0814,23.09,4.18,0.903,122.53,-12.46,16.34,6.45,ok
EZay-NZ2ogA,Yot Club,down bad,92.3,F#,minor,0.64,0.72,0.499,0.197,0.2234,0.153,2361.2,5205.6,2555.2,0.022,0.0926,21.673,5.72,0.857,85.14,3.73,40.0,8.77,ok
DJCB1ZlseJ8,Men I Trust,Show Me How,161.5,A,minor,0.613,0.774,0.827,0.221,0.2015,0.427,1019.2,2045.5,1618.6,0.0023,0.0326,23.316,2.91,0.803,153.12,36.11,30.41,13.26,ok
mXRuE8MJPZ8,bemow,I,83.4,C#,minor,0.741,0.518,0.705,0.311,0.1643,0.446,1643.0,3131.1,1622.3,0.0052,0.0848,23.192,3.75,0.851,136.9,-52.25,28.46,7.01,ok
mrdkB9_92DQ,Alone in My Room,Necromania,143.6,F,minor,0.654,0.692,0.375,0.216,0.2982,0.135,1525.4,3196.3,1746.9,0.0051,0.064,22.412,4.77,0.865,135.89,-28.61,53.36,0.54,ok
8Nwslfg0Tr4,Darkways,I like the night (and the night likes me),161.5,B,major,0.386,0.772,0.719,0.221,0.2463,0.213,2658.9,5113.5,2343.3,0.0285,0.1232,22.469,5.18,0.907,69.8,-31.05,43.15,22.04,ok
b1rU1mo5ZkE,Vestron Vulture,VCR Romance,161.5,C#,minor,0.677,0.646,0.695,0.333,0.2119,0.374,1448.7,3070.8,1977.3,0.0041,0.0527,22.631,5.03,0.913,140.83,-5.91,29.9,25.18,ok
MmfZ3fg1KeA,Lure Division,Night Alive,86.1,C#,major,0.112,0.224,0.824,0.131,0.2099,0.212,1426.0,2870.6,1612.8,0.0044,0.0661,23.242,4.97,0.941,157.61,-29.95,31.22,-11.54,ok
nDf3EB2PhEo,Vacations,Next Exit,161.5,G,major,0.446,0.892,0.728,0.208,0.251,0.296,2103.9,4427.2,2208.5,0.0169,0.0917,22.635,4.52,0.821,108.76,-22.73,30.04,-1.24,ok
vcvhsevwiBg,bloody/bath,Unholy Cross,78.3,A,minor,0.694,0.612,0.814,0.119,0.2302,0.205,1674.3,3548.3,2002.9,0.0077,0.0645,22.907,3.81,0.867,126.91,-13.66,26.47,0.88,ok
m6wSkIbQdEc,Haunt Me,I Miss Your Lips Against Mine,152.0,A#,minor,0.86,0.28,0.746,0.21,0.3474,0.253,1820.2,4059.9,2162.1,0.0089,0.0572,23.532,3.72,0.867,113.76,-9.9,42.53,15.69,ok
2z5RpxQxnDQ,blood club,blush,152.0,A,minor,0.676,0.648,0.605,0.332,0.1507,0.295,2147.1,4421.2,2222.8,0.0155,0.0917,22.84,4.45,0.894,100.39,-24.02,35.19,12.15,ok
aj81tp1jl8E,French Police,Memoria,83.4,D,minor,0.776,0.448,0.632,0.182,0.1791,0.28,1958.5,4389.4,2170.2,0.0073,0.0703,24.06,5.37,0.884,104.42,-13.8,48.56,1.47,ok
lKOPopx2myM,Alone in My Room,Fall Away,184.6,A#,major,0.386,0.772,0.811,0.039,0.1155,0.468,1056.4,2012.4,1336.4,0.0008,0.0498,26.643,4.35,0.743,161.37,-9.0,22.85,18.33,ok
ixBqdNQCq94,Provoker,Rose In A Glass,143.6,D,major,0.293,0.586,0.645,0.228,0.3143,0.234,2104.4,4661.6,2477.5,0.0172,0.0779,22.273,4.69,0.862,108.35,-1.63,10.19,8.86,ok
K0b0AZ6pdgw,Lure Division,Neuralyzer,172.3,A,major,0.102,0.204,0.928,0.172,0.2363,0.146,1743.0,3757.2,2112.9,0.0085,0.0692,22.23,5.66,0.942,124.18,-8.09,29.54,1.81,ok
GSn1v4BVLcA,Буерак,На старых сидениях кинотеатра,89.1,D#,major,0.231,0.462,0.85,0.185,0.2168,0.158,2720.3,5859.2,2716.5,0.0298,0.1196,22.835,5.42,0.867,77.28,13.56,34.29,4.58,ok
b0CVHWshEOg,Nürnberg,Biessensoŭnasć,172.3,A#,minor,0.688,0.624,0.792,0.185,0.2136,0.295,2336.5,4895.2,2410.5,0.0126,0.0812,23.191,5.14,0.889,74.95,3.46,60.49,6.99,ok
d6fflIdJ3-c,blood club,pain,117.5,A#,minor,0.56,0.88,0.534,0.194,0.2159,0.321,1861.6,4101.3,2034.2,0.0103,0.0704,23.045,3.18,0.909,116.66,-18.17,43.22,1.01,ok
GwrLUr01NOY,Jfarrari,Blood Moon,92.3,B,minor,0.818,0.364,0.835,0.19,0.2239,0.189,3075.9,6213.5,2660.4,0.0523,0.1494,22.292,4.99,0.849,62.62,-12.55,27.58,1.18,ok
WPjUfPevYLA,Desmond Doom,It's All Falling Down,161.5,B,minor,0.888,0.224,0.864,0.296,0.1595,0.226,1597.2,3206.4,1457.6,0.0024,0.0866,23.74,4.46,0.904,159.02,-73.15,60.53,9.87,ok
alUPxWJizQM,DustBowlChampion,You,161.5,F,minor,0.761,0.478,0.815,0.195,0.1927,0.233,1693.5,3530.5,1868.9,0.0064,0.0752,24.511,4.99,0.944,135.18,-20.22,33.84,-11.57,ok
iaBKE595Fx0,AGTHA,K3Pt (AGTHA Remix),129.2,D,minor,0.548,0.904,0.705,0.24,0.1089,0.242,1462.7,3154.7,1780.7,0.0041,0.0482,23.702,5.2,0.898,141.02,-19.13,25.48,15.58,ok
ZyFclOkXziE,Vestron Vulture,Halloween,152.0,G,minor,0.719,0.562,0.776,0.189,0.2461,0.295,2129.5,4710.3,2483.6,0.0164,0.0759,21.764,4.45,0.878,92.88,8.18,28.97,2.99,ok
QqaD4WXxN-8,DustBowlChampion,Coup de Chance,161.5,F,minor,0.818,0.364,0.867,0.18,0.2498,0.263,1802.6,3838.0,2126.8,0.0123,0.0715,22.697,5.32,0.914,131.88,-9.13,8.02,12.02,ok
-yQVMfx9_i8,Nürnberg,Los,161.5,B,minor,0.657,0.686,0.707,0.15,0.2654,0.18,2968.8,5941.6,2595.5,0.0247,0.1186,24.127,6.18,0.912,50.91,6.25,59.66,12.72,ok
sw73SmoFiDQ,Anthony Valentino,Running Away (Into You),103.4,D,minor,0.625,0.75,0.731,0.227,0.1428,0.236,1781.9,3935.6,2288.8,0.0092,0.0535,22.185,5.27,0.896,114.93,23.71,42.51,-0.21,ok
TBQKY64iYCg,Casket Cassette,Chainless,80.7,D,minor,0.852,0.296,0.776,0.131,0.3081,0.185,2307.8,5126.1,2572.3,0.0192,0.0825,22.596,4.23,0.852,95.02,7.3,25.21,10.87,ok
Cd8BKSGZ3RE,Bragolin,This Grotesque Dance,136.0,G#,minor,0.622,0.756,0.665,0.171,0.2022,0.193,2348.1,5120.0,2573.0,0.02,0.085,23.875,4.39,0.934,86.44,2.32,23.91,11.92,ok
3U7sE61Z98s,This Cold Night,Black Cathedral,161.5,D,minor,0.658,0.684,0.691,0.194,0.1976,0.421,1950.5,4117.7,2140.9,0.028,0.0729,23.573,3.96,0.861,97.62,-3.0,42.12,9.66,ok
WOBa1g7K90U,Obskuros,playa,161.5,F,major,0.499,0.998,0.755,0.189,0.2251,0.345,1553.0,2993.1,1683.8,0.0039,0.0742,23.815,4.23,0.883,137.76,-44.36,28.28,7.83,ok
l8tmbCP7zaY,Human Tetris,Melancholy,172.3,G,major,0.185,0.37,0.683,0.218,0.3019,0.249,1831.3,3703.1,1914.2,0.0129,0.0863,23.282,4.32,0.855,124.06,-29.15,37.14,9.67,ok
iCGYM4sbPG4,Lebanon Hanover,Gallowdance,136.0,D#,major,0.394,0.788,0.497,0.346,0.1912,0.284,2173.1,4139.0,1957.4,0.0187,0.1169,22.748,3.42,0.853,108.19,-24.38,51.14,-3.88,ok
uS1bjGPyry8,Fevr,I can't do it no more,161.5,E,minor,0.711,0.578,0.582,0.148,0.2295,0.185,1595.8,3612.0,2193.3,0.0057,0.0499,23.525,3.99,0.853,121.58,13.08,27.33,16.79,ok
nMyPHrouggg,Shadows Hold,We Don't Exist,80.7,E,minor,0.636,0.728,0.516,0.225,0.1721,0.251,2067.3,4411.8,2302.9,0.0163,0.072,21.865,4.86,0.908,107.77,4.18,42.11,11.57,ok
OIs2WaGCCK8,Anthony Valentino,All For You,117.5,C,major,0.262,0.524,0.682,0.206,0.1344,0.23,1829.8,3835.1,2069.2,0.0083,0.079,22.557,5.45,0.858,117.05,-4.33,45.37,-5.26,ok
P0uzELbI9UE,Vestron Vulture,Phantom,161.5,F,minor,0.515,0.97,0.65,0.209,0.2859,0.211,1838.6,4157.7,2252.1,0.0124,0.0479,20.819,5.12,0.956,105.5,15.7,53.1,15.21,ok
Ka1yZQ5CRPE,DustBowlChampion,I SEE YOU IN EVERYTHING,80.7,F,major,0.433,0.866,0.778,0.093,0.2237,0.184,1264.9,2746.5,1541.2,0.0015,0.0521,23.735,3.29,0.914,155.7,-30.4,51.85,1.25,ok
sbOdoY83Cc0,Sinnerella,Eyes Without A Face,161.5,E,major,0.414,0.828,0.843,0.137,0.3483,0.342,2061.2,4436.2,2346.8,0.0127,0.0627,22.404,4.45,0.849,92.99,-1.45,21.26,10.76,ok
Wg708atUvJs,blood club,kiss and tell,89.1,A#,minor,0.505,0.99,0.652,0.215,0.2201,0.292,2037.8,4415.0,2229.7,0.0158,0.0757,22.944,5.47,0.921,105.18,-12.41,31.2,4.25,ok
rUbMXyOGg-g,Jade Lyel,13th Floor,161.5,E,minor,0.512,0.976,0.622,0.371,0.2807,0.321,1362.1,2867.3,1754.2,0.0041,0.0499,23.086,4.03,0.828,145.76,-8.11,32.49,3.02,ok
wO2twv4KzqM,Lure Division & DustBowlChampion,Zenith,172.3,A#,major,0.268,0.536,0.845,0.135,0.1745,0.321,1513.4,3026.1,1694.3,0.0056,0.0701,23.37,4.1,0.902,151.91,-28.62,10.88,-10.87,ok
MRSe8OXDKFc,moonvampire,bleed,152.0,A,minor,0.542,0.916,0.496,0.216,0.2855,0.461,1726.3,3730.4,2108.0,0.0084,0.0466,22.005,3.55,0.891,117.2,-1.91,32.69,9.52,ok
KAqDh2J-KOA,Shadows Hold,Visceral,152.0,A,major,0.362,0.724,0.753,0.156,0.1495,0.297,1194.6,2619.3,1608.6,0.0031,0.0396,22.926,3.09,0.912,159.98,6.02,30.03,12.96,ok
oGhkLaDRtWQ,Sleepy Opiate,Dusk,161.5,C,minor,0.678,0.644,0.669,0.135,0.1504,0.301,1929.9,4047.8,2178.6,0.013,0.068,21.829,4.91,0.815,116.11,-11.05,22.74,1.24,ok
acw46VNehGU,Kroovys,Abismo,112.3,G#,minor,0.805,0.39,0.797,0.278,0.1511,0.298,2634.3,5881.4,2784.5,0.0224,0.0901,22.7,5.46,0.878,78.25,25.49,24.38,-4.38,ok
